movie_tv_goal_4-21###6617	4	"DA: <knowledge> ( tv ) available_options "" 1 "" , decade "" 2010s "" , director "" Nobuhiro Doi "" , douban_score "" 9.1 "" , episode_length "" 45 minutes "" , episodes "" 10 episodes "" , name_list "" Matsu Takako/Mitsushima Hikari/Takahashi Issey "" , premiere_time "" 2017-01-17 in Japan "" , production_country_or_area "" Japan "" , star "" Matsu Takako "" , title "" Quartet "" , type "" suspenseful "" <endofknowledge> <state> ( tv ) decade equal_to "" 2010s "" , production_country_or_area equal_to "" Japanese TV show "" , type equal_to "" suspenseful "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) request type AGENT_ACTS: ( tv ) recommend title equal_to "" Quartet "" USER: When did it premiere? <endofhistory>"	"( tv ) inform premiere_time equal_to "" January 17, 2017 """	premiere_time	January 17, 2017
Class_goal_5-66_v2###9087	1	"DA: <knowledge> ( class ) area "" Suzhou New District "" , available_options "" 2 "" , campus "" Jinhe International Building of the Suzhou New District "" , class_number "" PM5J44004A "" , classroom "" Room 206, Jinhe International Building "" , day "" Saturday "" , end_date "" June 20, 2020 "" , end_time "" 15:20 "" , grade "" fifth grade "" , hours "" 20 "" , level "" advanced class "" , price "" 1600 "" , start_date "" April 18, 2020 "" , start_time "" 13:20 "" , subject "" math "" , teacher "" Xu Xiaoyun "" , time "" afternoon "" , times "" 10 "" , type "" face-to-face "" <endofknowledge> <state> ( class ) area equal_to "" Suzhou New District "" , day equal_to "" Saturday "" , grade equal_to "" fifth grade "" , subject equal_to "" math "" <endofstate> <history> USER: Hi, I'd like to find a math tutorial class for my child in fifth grade. It would be better if the class is on Saturday or Sunday in Suzhou New District or Gusu District so I could take my child to and from the class. Could you recommend a suitable class? <endofhistory>"	"( class ) recommend class_number equal_to "" PM5P15017A """	class_number	PM5P15017A
Class_goal_5-66_v2###9087	2	"DA: <knowledge> ( class ) area "" Suzhou New District "" , available_options "" 2 "" , campus "" Jinhe International Building of the Suzhou New District "" , class_number "" PM5J44004A "" , classroom "" Room 206, Jinhe International Building "" , day "" Saturday "" , end_date "" June 20, 2020 "" , end_time "" 15:20 "" , grade "" fifth grade "" , hours "" 20 "" , level "" advanced class "" , price "" 1600 "" , start_date "" April 18, 2020 "" , start_time "" 13:20 "" , subject "" math "" , teacher "" Xu Xiaoyun "" , time "" afternoon "" , times "" 10 "" , type "" face-to-face "" <endofknowledge> <state> ( class ) area equal_to "" Suzhou New District "" , day equal_to "" Saturday "" , grade equal_to "" fifth grade "" , subject equal_to "" math "" <endofstate> <history> AGENT_ACTS: ( class ) recommend class_number equal_to "" PM5P15017A "" USER: Ok. Who is the teacher of this class? <endofhistory>"	"( class ) inform teacher equal_to "" Zhou Xin """	teacher	Zhou Xin
Class_goal_5-66_v2###9087	5	"DA: <knowledge> ( class ) area "" Suzhou New District "" , available_options "" 7 "" , campus "" Jinhe International Building of the Suzhou New District "" , class_number "" PM5J44004A "" , classroom "" Room 206, Jinhe International Building "" , day "" Saturday "" , end_date "" June 20, 2020 "" , end_time "" 15:20 "" , grade "" fifth grade "" , hours "" 20 "" , level "" advanced class "" , price "" 1600 "" , start_date "" April 18, 2020 "" , start_time "" 13:20 "" , subject "" math "" , teacher "" Xu Xiaoyun "" , time "" afternoon "" , times "" 10 "" , type "" face-to-face "" <endofknowledge> <state> ( class ) day equal_to "" Saturday "" , grade equal_to "" fifth grade "" , subject equal_to "" math "" <endofstate> <history> AGENT_ACTS_PREV: ( class ) inform campus equal_to "" Lohas Town, Suzhou Industrial Park "" AGENT_ACTS: ( class ) inform day equal_to "" Saturday "" , inform start_time equal_to "" 10:20 "" USER: Ok. Where's the class? <endofhistory>"	"( class ) inform classroom equal_to "" No. 311, Lohas Town """	classroom	No. 311, Lohas Town
Hospital_goal_4-34###4040	2	"DA: <knowledge> ( hospital ) 3．0t_mri "" true "" , address "" No. 188, Shizi Street "" , area "" Gusu District "" , available_options "" 1 "" , bus_routes "" No. 2 (Tour), No. 40, No. 50, No. 202, No. 529, No. 200, No. 811, No. 89, No. 8, No. 55, No. 204, No. 309, or No. 501 "" , ct "" true "" , dsa "" true "" , general_or_specialized "" general hospital "" , key_departments "" cardiovascular | nephrology | blood | neurology | general surgery | gynecology | endocrinology | gastroenterology | psychology | burn | oncology | neurosurgery | respiratory | urology | ophthalmology | gynecology "" , level "" tertiary "" , metro_station "" true "" , name "" the First Affiliated Hospital of Soochow University "" , phone "" 65223637 "" , public_or_private "" public "" , registration_time "" 7:15-11:00, 11:15-16:00 "" , service_time "" 7:45-11:30, 13:00-16:30 "" <endofknowledge> <state> ( hospital ) general_or_specialized equal_to "" general hospital "" , key_departments equal_to "" respiratory clinic "" , name equal_to "" the First Affiliated Hospital of Soochow University "" <endofstate> <history> AGENT_ACTS: ( hospital ) recommend name equal_to "" the First Affiliated Hospital of Soochow University "" USER: Does it have DSA? <endofhistory>"	"( hospital ) inform DSA equal_to "" Yes """	DSA	Yes
flight_weather_goal_2-61_v2###3080	6	"DA: <knowledge> ( flight ) arrival_time "" 13:30 that day "" , available_options "" 1 "" , class_cabin "" business class "" , date "" next Monday "" , departure "" Guangzhou "" , departure_time "" 12:10 that day "" , destination "" Xiamen "" , flight_information "" flight CZ3741 of China Southern Airlines, from Terminal 2 of Baiyun International Airport to Terminal 3 of Gaoqi International Airport "" , punctuality_rate "" 98.32% "" , ticket_price "" 2590 yuan "" , ( weather ) available_options "" 1 "" , city "" Xiamen "" , date "" next Monday "" , tamperature "" The maximum temperature will be 14 degrees Celsius and the minimum temperature will be 8 degrees Celsius. "" , uv_intensity "" very strong "" , weather_condition "" sunny "" , wind "" northeast force 3-4 "" <endofknowledge> <state> ( flight ) class_cabin equal_to "" business class "" , date equal_to "" next Monday "" , departure equal_to "" Guangzhou "" , destination equal_to "" Xiamen "" , ( weather ) city equal_to "" Xiamen "" , date equal_to "" next Monday "" <endofstate> <history> AGENT_ACTS_PREV: ( weather ) inform UV_intensity equal_to "" very strong "" AGENT_ACTS: ( flight ) inform flight_information equal_to "" flight CZ3741 of China Southern Airlines, from Terminal 2 of Baiyun International Airport to Terminal 3 of Gaoqi International Airport "" USER: How much is it to travel in business class? <endofhistory>"	"( flight ) inform ticket_price equal_to "" 2,590 yuan """	ticket_price	2,590 yuan
flight_weather_goal_2-61_v2###3080	7	"DA: <knowledge> ( flight ) arrival_time "" 13:30 that day "" , available_options "" 1 "" , class_cabin "" business class "" , date "" next Monday "" , departure "" Guangzhou "" , departure_time "" 12:10 that day "" , destination "" Xiamen "" , flight_information "" flight CZ3741 of China Southern Airlines, from Terminal 2 of Baiyun International Airport to Terminal 3 of Gaoqi International Airport "" , punctuality_rate "" 98.32% "" , ticket_price "" 2590 yuan "" , ( weather ) available_options "" 1 "" , city "" Xiamen "" , date "" next Monday "" , tamperature "" The maximum temperature will be 14 degrees Celsius and the minimum temperature will be 8 degrees Celsius. "" , uv_intensity "" very strong "" , weather_condition "" sunny "" , wind "" northeast force 3-4 "" <endofknowledge> <state> ( flight ) class_cabin equal_to "" business class "" , date equal_to "" next Monday "" , departure equal_to "" Guangzhou "" , destination equal_to "" Xiamen "" , ( weather ) city equal_to "" Xiamen "" , date equal_to "" next Monday "" <endofstate> <history> AGENT_ACTS_PREV: ( flight ) inform flight_information equal_to "" flight CZ3741 of China Southern Airlines, from Terminal 2 of Baiyun International Airport to Terminal 3 of Gaoqi International Airport "" AGENT_ACTS: ( flight ) inform ticket_price equal_to "" 2,590 yuan "" USER: When does it depart and arrive in Xiamen? I need to know so I could rent a car in advance. <endofhistory>"	"( flight ) inform arrival_time equal_to "" 13:30 that day. "" , inform departure_time equal_to "" 12:10 """	arrival_time	13:30 that day.
attraction_goal_1-67_v2###7361	2	"DA: <knowledge> ( attraction ) address "" Shajiabang Town, Changshu, Suzhou City "" , area "" Changshu "" , available_options "" 1 "" , consumption "" slightly expensive "" , features "" the birthplace of the revolutionary Peking opera ""Shajiabang"". There you can visit the scene from the opera and take a boat amid reed marshes. "" , metro_station "" false "" , name "" Shajiabang Scenic Spot "" , opening_hours "" 08:00-16:30 "" , phone_number "" 0512-52500000 "" , score "" 4.5 "" , the_most_suitable_people "" family-friendly "" , ticket_price "" 110 yuan "" , type "" landscape scenic spot "" <endofknowledge> <state> ( attraction ) area equal_to "" Changshu "" , consumption equal_to "" slightly more expensive "" , the_most_suitable_people equal_to "" a family trip "" <endofstate> <history> AGENT_ACTS: ( attraction ) request area USER: It would be best if it were in Changshu and I would prefer somewhere family-friendly. <endofhistory>"	"( attraction ) recommend name equal_to "" Shajiabang Scenic Spot of Changshu """	name	Shajiabang Scenic Spot of Changshu
Class_goal_4-70###3782	2	"DST: <state> ( class ) grade equal_to "" sixth grade "" <endofstate> <history> AGENT_ACTS: ( class ) request subject USER: Math. <endofhistory>"	"( class ) grade equal_to "" sixth grade "" , subject equal_to "" math """	subject	math
Class_goal_4-70###3782	4	"DA: <knowledge> ( class ) Message = No item available. <endofknowledge> <state> ( class ) area equal_to "" Suzhou New District or Gusu District "" , grade equal_to "" sixth grade "" , level equal_to "" elementary class "" , subject equal_to "" math "" <endofstate> <history> AGENT_ACTS_PREV: ( class ) request area AGENT_ACTS: ( class ) request level USER: He still needs to lay a solid foundation for his study so I better sign him up for an elementary class. <endofhistory>"	"( class ) inform class_number equal_to "" PM6T24023 """	class_number	PM6T24023
Class_goal_4-70###3782	5	"DA: <knowledge> ( class ) Message = No item available. <endofknowledge> <state> ( class ) area equal_to "" Suzhou New District or Gusu District "" , grade equal_to "" sixth grade "" , level equal_to "" elementary class "" , subject equal_to "" math "" <endofstate> <history> AGENT_ACTS_PREV: ( class ) request level AGENT_ACTS: ( class ) inform class_number equal_to "" PM6T24023 "" USER: Where is this class held? <endofhistory>"	"( class ) inform campus equal_to "" Pingjiang New Town, Gusu District """	campus	Pingjiang New Town, Gusu District
Class_goal_4-70###3782	6	"DA: <knowledge> ( class ) Message = No item available. <endofknowledge> <state> ( class ) area equal_to "" Suzhou New District or Gusu District "" , grade equal_to "" sixth grade "" , level equal_to "" elementary class "" , subject equal_to "" math "" <endofstate> <history> AGENT_ACTS_PREV: ( class ) inform class_number equal_to "" PM6T24023 "" AGENT_ACTS: ( class ) inform campus equal_to "" Pingjiang New Town, Gusu District "" USER: When does it start? <endofhistory>"	"( class ) inform start_date equal_to "" March 7, 2020 """	start_date	March 7, 2020
Class_goal_4-70###3782	7	"DA: <knowledge> ( class ) Message = No item available. <endofknowledge> <state> ( class ) area equal_to "" Suzhou New District or Gusu District "" , grade equal_to "" sixth grade "" , level equal_to "" elementary class "" , subject equal_to "" math "" <endofstate> <history> AGENT_ACTS_PREV: ( class ) inform campus equal_to "" Pingjiang New Town, Gusu District "" AGENT_ACTS: ( class ) inform start_date equal_to "" March 7, 2020 "" USER: How about the schedule of this tutorial class? How is the class taught? <endofhistory>"	"( class ) inform hours equal_to "" 12 "" , inform type equal_to "" face-to-face """	hours	12
Class_goal_4-70###3782	7	"DA: <knowledge> ( class ) Message = No item available. <endofknowledge> <state> ( class ) area equal_to "" Suzhou New District or Gusu District "" , grade equal_to "" sixth grade "" , level equal_to "" elementary class "" , subject equal_to "" math "" <endofstate> <history> AGENT_ACTS_PREV: ( class ) inform campus equal_to "" Pingjiang New Town, Gusu District "" AGENT_ACTS: ( class ) inform start_date equal_to "" March 7, 2020 "" USER: How about the schedule of this tutorial class? How is the class taught? <endofhistory>"	"( class ) inform hours equal_to "" 12 "" , inform type equal_to "" face-to-face """	type	face-to-face
Car_goal_4-35_v2###8603	2	"DA: <knowledge> ( car ) 4wd "" two-wheel "" , available_options "" 4 "" , brand "" FAW-Volkswagen "" , classification "" notchback "" , cruise_control_system "" false "" , heated_seats "" false "" , hybrid "" gas "" , name "" FAW-Volkswagen Magotan 280TSI DSG Comfort Version "" , number_of_seats "" 5 "" , parking_assist_system "" true "" , power_level "" normal "" , price "" 186,900 "" , pricerange "" 150,000-200,000 "" , series "" FAW-Volkswagen Magotan "" , size "" mid-size "" , ventilated_seats "" false "" <endofknowledge> <state> ( car ) series equal_to "" FAW-Volkswagen Magotan "" <endofstate> <history> AGENT_ACTS: ( car ) recommend name equal_to "" FAW-Volkswagen Magotan 280TSI DSG Comfort Version "" USER: Ok, how much is it? <endofhistory>"	"( car ) inform price equal_to "" 186,900 yuan """	price	186,900 yuan
Car_goal_4-35_v2###8603	3	"DA: <knowledge> ( car ) 4wd "" two-wheel "" , available_options "" 4 "" , brand "" FAW-Volkswagen "" , classification "" notchback "" , cruise_control_system "" false "" , heated_seats "" false "" , hybrid "" gas "" , name "" FAW-Volkswagen Magotan 280TSI DSG Comfort Version "" , number_of_seats "" 5 "" , parking_assist_system "" true "" , power_level "" normal "" , price "" 186,900 "" , pricerange "" 150,000-200,000 "" , series "" FAW-Volkswagen Magotan "" , size "" mid-size "" , ventilated_seats "" false "" <endofknowledge> <state> ( car ) series equal_to "" FAW-Volkswagen Magotan "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) recommend name equal_to "" FAW-Volkswagen Magotan 280TSI DSG Comfort Version "" AGENT_ACTS: ( car ) inform price equal_to "" 186,900 yuan "" USER: Is it equipped with set heating and ventilated seats? <endofhistory>"	"( car ) inform heated_seats equal_to "" is not equipped with "" , inform ventilated_seats equal_to "" is not equipped with """	heated_seats	is not equipped with
Car_goal_4-35_v2###8603	3	"DA: <knowledge> ( car ) 4wd "" two-wheel "" , available_options "" 4 "" , brand "" FAW-Volkswagen "" , classification "" notchback "" , cruise_control_system "" false "" , heated_seats "" false "" , hybrid "" gas "" , name "" FAW-Volkswagen Magotan 280TSI DSG Comfort Version "" , number_of_seats "" 5 "" , parking_assist_system "" true "" , power_level "" normal "" , price "" 186,900 "" , pricerange "" 150,000-200,000 "" , series "" FAW-Volkswagen Magotan "" , size "" mid-size "" , ventilated_seats "" false "" <endofknowledge> <state> ( car ) series equal_to "" FAW-Volkswagen Magotan "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) recommend name equal_to "" FAW-Volkswagen Magotan 280TSI DSG Comfort Version "" AGENT_ACTS: ( car ) inform price equal_to "" 186,900 yuan "" USER: Is it equipped with set heating and ventilated seats? <endofhistory>"	"( car ) inform heated_seats equal_to "" is not equipped with "" , inform ventilated_seats equal_to "" is not equipped with """	ventilated_seats	is not equipped with
Car_goal_4-35_v2###8603	4	"DA: <knowledge> ( car ) 4wd "" two-wheel "" , available_options "" 4 "" , brand "" FAW-Volkswagen "" , classification "" notchback "" , cruise_control_system "" false "" , heated_seats "" false "" , hybrid "" gas "" , name "" FAW-Volkswagen Magotan 280TSI DSG Comfort Version "" , number_of_seats "" 5 "" , parking_assist_system "" true "" , power_level "" normal "" , price "" 186,900 "" , pricerange "" 150,000-200,000 "" , series "" FAW-Volkswagen Magotan "" , size "" mid-size "" , ventilated_seats "" false "" <endofknowledge> <state> ( car ) series equal_to "" FAW-Volkswagen Magotan "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) inform price equal_to "" 186,900 yuan "" AGENT_ACTS: ( car ) inform heated_seats equal_to "" is not equipped with "" , inform ventilated_seats equal_to "" is not equipped with "" USER: So, how about cruise control? Does it have this function? <endofhistory>"	"( car ) inform cruise_control_system equal_to "" is not equipped with "" , inform parking_assist_system equal_to "" support """	parking_assist_system	support
train_weather_goal_2-68###7188	7	"DA: <knowledge> ( train ) arrival_time "" 14:32 that day "" , available_options "" 1 "" , classification "" high-speed "" , date "" next Friday morning "" , departure "" Xiamen "" , departure_time "" 09:00 that day "" , destination "" Shanghai "" , duration "" 5 hours and 32 minutes "" , seat_type "" first class "" , ticket_price "" 787.5 yuan "" , train_number "" G1652, from Xiamen to Shanghai Hongqiao "" , ( weather ) available_options "" 1 "" , city "" Shanghai "" , date "" next Friday "" , tamperature "" The maximum temperature will be 16 degrees Celsius, and the minimum temperature will be 9 degrees Celsius. "" , uv_intensity "" the weakest "" , weather_condition "" light rain "" , wind "" north force 2 "" <endofknowledge> <state> ( train ) classification equal_to "" high-speed trains "" , date equal_to "" next Friday morning "" , departure equal_to "" Xiamen "" , destination equal_to "" Shanghai "" , seat_type equal_to "" first class "" , ( weather ) city equal_to "" Shanghai "" , date equal_to "" next Friday "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) inform arrival_time equal_to "" 14:32 that day "" AGENT_ACTS: ( train ) inform ticket_price equal_to "" 787.5 yuan "" USER: Good, how about the temperature in Shanghai next Friday? I need to decide whether to bring my sunshade or not. My sunshade is great for protecting me from the sun. <endofhistory>"	"( weather ) inform tamperature equal_to "" The maximum temperature will be 16 degrees Celsius and the minimum temperature will be 9 degrees Celsius """	tamperature	The maximum temperature will be 16 degrees Celsius and the minimum temperature will be 9 degrees Celsius
train_weather_goal_2-68###7188	11	"DA: <knowledge> ( train ) arrival_time "" 14:32 that day "" , available_options "" 2 "" , classification "" high-speed "" , date "" next Tuesday morning "" , departure "" Xiamen "" , departure_time "" 09:00 that day "" , destination "" Shanghai "" , duration "" 5 hours and 32 minutes "" , seat_type "" first class "" , ticket_price "" 787.5 yuan "" , train_number "" G1652, from Xiamen to Shanghai Hongqiao "" , ( weather ) available_options "" 1 "" , city "" Shanghai "" , date "" next Tuesday "" , tamperature "" The maximum temperature will be 10 degrees Celsius, and the minimum temperature will be 2 degrees Celsius "" , uv_intensity "" strong "" , weather_condition "" sunny to cloudy "" , wind "" southeast force 2 "" <endofknowledge> <state> ( train ) classification equal_to "" high-speed trains "" , date equal_to "" next Tuesday morning "" , departure equal_to "" Xiamen "" , destination equal_to "" Shanghai "" , ( weather ) city equal_to "" Shanghai "" , date equal_to "" next Tuesday "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) recommend train_number equal_to "" G1652, from Xiamen to Shanghai Hongqiao "" AGENT_ACTS: ( train ) inform arrival_time equal_to "" 14:32 that day "" USER: The arrival time is the same. Good, how about the weather in Shanghai next Tuesday? <endofhistory>"	"( weather ) inform weather_condition equal_to "" sunny and later cloudy """	weather_condition	sunny and later cloudy
PC_goal_5-7_v2###10265	5	"DA: <knowledge> ( pc ) available_options "" 5 "" , brand "" Lenovo "" , colour "" N/A "" , computer_type "" desktop "" , cpu "" Intel Core i5 "" , cpu_model "" Intel Core i5-9400F "" , features "" N/A "" , game_performance "" entry-level "" , gpu_category "" discrete graphics card "" , gpu_model "" GT730 "" , hard_disk_capacity "" 256GB SSD + 1TB HDD "" , memory_capacity "" 8GB "" , operating_system "" Windows 10 "" , price "" 4,889 yuan "" , pricerange "" 5,000-10,000 "" , product_name "" Lenovo Tianyi 510Pro "" , screen_size "" 23-25 inches "" , series "" Lenovo Tianyi "" , standby_time "" N/A "" , usage "" business "" , weight "" 7.48kg "" <endofknowledge> <state> ( pc ) computer_type equal_to "" desktop "" , memory_capacity equal_to "" 8GB "" , pricerange equal_to "" 5,000 to 10,000 "" <endofstate> <history> AGENT_ACTS_PREV: ( pc ) inform CPU equal_to "" Intel Core i5 "" AGENT_ACTS: ( pc ) general USER: So, how much is this desktop? My budget is 5,000 to 10,000 yuan. <endofhistory>"	"( pc ) inform price equal_to "" 4,889.0 """	price	4889
PC_goal_5-7_v2###10265	7	"DA: <knowledge> ( pc ) available_options "" 5 "" , brand "" Lenovo "" , colour "" N/A "" , computer_type "" desktop "" , cpu "" Intel Core i5 "" , cpu_model "" Intel Core i5-9400F "" , features "" N/A "" , game_performance "" entry-level "" , gpu_category "" discrete graphics card "" , gpu_model "" GT730 "" , hard_disk_capacity "" 256GB SSD + 1TB HDD "" , memory_capacity "" 8GB "" , operating_system "" Windows 10 "" , price "" 4,889 yuan "" , pricerange "" 5,000-10,000 "" , product_name "" Lenovo Tianyi 510Pro "" , screen_size "" 23-25 inches "" , series "" Lenovo Tianyi "" , standby_time "" N/A "" , usage "" business "" , weight "" 7.48kg "" <endofknowledge> <state> ( pc ) computer_type equal_to "" desktop "" , memory_capacity equal_to "" 8GB "" , pricerange equal_to "" 5,000 to 10,000 "" <endofstate> <history> AGENT_ACTS_PREV: ( pc ) inform price equal_to "" 4,889.0 "" AGENT_ACTS: ( pc ) inform operating_system equal_to "" Windows 10 "" USER: Good, that's a nice operating system. Well, how about its standby time? <endofhistory>"	"( pc ) inform standby_time equal_to "" hasn't been set yet """	standby_time	hasn't been set yet
tv_goal_1-2###6787	4	"DA: <knowledge> ( tv ) available_options "" 1 "" , decade "" 2010s "" , director "" Chong Wai-kin "" , douban_score "" 8.5 "" , episode_length "" 45 minutes "" , episodes "" 30 episodes "" , name_list "" Bosco Wong, Michael Tse, Fala Chen, and Kate Tsui "" , premiere_time "" 2011-08-01 in Hong Kong, China "" , production_country_or_area "" Hong Kong "" , star "" Bosco Wong "" , title "" Lives of Omission "" , type "" romantic "" <endofknowledge> <state> ( tv ) decade equal_to "" 2010 "" , production_country_or_area equal_to "" Hong Kong "" , type equal_to "" romantic "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) recommend title equal_to "" Lives of Omission "" AGENT_ACTS: ( tv ) inform episodes equal_to "" 30 episodes "" USER: When did the TV show premiere? <endofhistory>"	"( tv ) inform premiere_time equal_to "" August 1, 2011 """	premiere_time	August 1, 2011
flight_goal_3-25###1601	1	"DA: <knowledge> ( flight ) arrival_time "" 13:15 that day "" , available_options "" 1 "" , class_cabin "" business class "" , date "" next Tuesday "" , departure "" Guangzhou "" , departure_time "" 10:30 that day "" , destination "" Chengdu "" , flight_information "" Flight 3U8556 of Sichuan Airlines, from Terminal 2 of Baiyun International Airport to Terminal 1 of Shuangliu International Airport "" , punctuality_rate "" 98.32% "" , ticket_price "" 1890 yuan "" <endofknowledge> <state> ( flight ) class_cabin equal_to "" business class "" , date equal_to "" next Tuesday "" , departure equal_to "" Guangzhou "" , destination equal_to "" Chengdu "" <endofstate> <history> USER: Hello, I would like to fly from directly Guangzhou to Chengdu next Tuesday. Could you help me find a suitable flight and check the price for business class first? Thanks! <endofhistory>"	"( flight ) inform flight_information equal_to "" Flight 3U8556 of Sichuan Airlines, from Terminal 2 of Baiyun International Airport to Terminal 1 of Shuangliu International Airport "" , inform ticket_price equal_to "" 1,890 yuan """	ticket_price	1,890 yuan
flight_goal_3-25###1601	3	"DA: <knowledge> ( flight ) arrival_time "" 13:15 that day "" , available_options "" 1 "" , class_cabin "" economy class "" , date "" next Tuesday "" , departure "" Guangzhou "" , departure_time "" 10:30 that day "" , destination "" Chengdu "" , flight_information "" Flight 3U8556 of Sichuan Airlines, from Terminal 2 of Baiyun International Airport to Terminal 1 of Shuangliu International Airport "" , punctuality_rate "" 98.32% "" , ticket_price "" 600 yuan "" <endofknowledge> <state> ( flight ) class_cabin equal_to "" economy class "" , date equal_to "" next Tuesday "" , departure equal_to "" Guangzhou "" , destination equal_to "" Chengdu "" <endofstate> <history> AGENT_ACTS_PREV: ( flight ) inform flight_information equal_to "" Flight 3U8556 of Sichuan Airlines, from Terminal 2 of Baiyun International Airport to Terminal 1 of Shuangliu International Airport "" , inform ticket_price equal_to "" 1,890 yuan "" AGENT_ACTS: ( flight ) inform ticket_price equal_to "" 600 yuan "" USER: Ok, how about the departure and arrival times? <endofhistory>"	"( flight ) inform arrival_time equal_to "" 13:15 on the same day "" , inform departure_time equal_to "" 10:30 that day """	arrival_time	13:15 on the same day
attraction_hotel_goal_2-64###5498	2	"DA: <knowledge> ( attraction ) address "" No. 9, Suya Road, Suzhou Industrial Park, Suzhou City "" , area "" Suzhou Industrial Park "" , available_options "" 1 "" , consumption "" moderate "" , features "" The Gate of the Orient, also commonly known as ""long johns"" because of its shape, has become a popular new landmark in Suzhou. It is located at the east end of the CBD axis of Suzhou Industrial Park. "" , metro_station "" true "" , name "" the Gate of the Orient "" , opening_hours "" all day "" , phone_number "" 0512-67886788 "" , score "" 4.7 "" , the_most_suitable_people "" friends "" , ticket_price "" free "" , type "" commercial center "" <endofknowledge> <state> ( attraction ) area equal_to "" Suzhou Industrial Park "" , consumption equal_to "" moderately priced "" , name equal_to "" the Gate of the Orient "" , the_most_suitable_people equal_to "" friend "" <endofstate> <history> AGENT_ACTS: ( attraction ) recommend name equal_to "" the Gate of the Orient "" USER: Anything special about it? Can we get there directly by subway? <endofhistory>"	"( attraction ) inform features equal_to "" The Gate of the Orient, also commonly known as long johns because of its shape, has become a popular new landmark in Suzhou. It is located at the east end of the CBD axis of Suzhou Industrial Park. "" , inform metro_station equal_to "" can """	features	The Gate of the Orient, also commonly known as long johns because of its shape, has become a popular new landmark in Suzhou. It is located at the east end of the CBD axis of Suzhou Industrial Park.
flight_weather_goal_2-27_v2###10878	1	"DA: <knowledge> ( weather ) available_options "" 1 "" , city "" Shanghai "" , date "" next Monday "" , tamperature "" The maximum temperature will be 10 degrees Celsius, and the minimum temperature will be 1 degree Celsius. "" , uv_intensity "" strong "" , weather_condition "" sunny "" , wind "" northwest force 3-4 "" <endofknowledge> <state> ( weather ) city equal_to "" Shanghai "" , date equal_to "" next Monday "" <endofstate> <history> USER: Hi, I will travel to Shanghai next Monday. Could you help me check the temperature that day? <endofhistory>"	"( weather ) inform tamperature equal_to "" the maximum temperature will be 10 degrees Celsius and the minimum temperature will be 1 degrees Celsius """	tamperature	the maximum temperature will be 10 degrees Celsius and the minimum temperature will be 1 degrees Celsius
flight_weather_goal_2-27_v2###10878	5	"DA: <knowledge> ( flight ) arrival_time "" 11:35 that day "" , available_options "" 1 "" , class_cabin "" business class "" , date "" next Monday "" , departure "" Beijing "" , departure_time "" 09:30 that day "" , destination "" Shanghai "" , flight_information "" Air China CA1519 that departs from T3 of Beijing Capital International Airport and flies to T2 of Hongqiao International Airport "" , punctuality_rate "" 98.32% "" , ticket_price "" 4510 yuan "" , ( weather ) available_options "" 1 "" , city "" Shanghai "" , date "" next Monday "" , tamperature "" The maximum temperature will be 10 degrees Celsius, and the minimum temperature will be 1 degree Celsius. "" , uv_intensity "" strong "" , weather_condition "" sunny "" , wind "" northwest force 3-4 "" <endofknowledge> <state> ( flight ) class_cabin equal_to "" business class "" , date equal_to "" next Monday "" , departure equal_to "" Beijing "" , destination equal_to "" Shanghai "" , ( weather ) city equal_to "" Shanghai "" , date equal_to "" next Monday "" <endofstate> <history> AGENT_ACTS_PREV: ( weather ) inform wind equal_to "" northwest force 3-4 "" AGENT_ACTS: ( flight ) request class_cabin USER: I'd like to travel in business class. <endofhistory>"	"( flight ) inform flight_information equal_to "" Air China flight CA1519 from Terminal 3 of Beijing Capital International Airport to Terminal 2 of Hongqiao International Airport. """	flight_information	Air China flight CA1519 from Terminal 3 of Beijing Capital International Airport to Terminal 2 of Hongqiao International Airport.
flight_weather_goal_2-27_v2###10878	6	"DA: <knowledge> ( flight ) arrival_time "" 11:35 that day "" , available_options "" 1 "" , class_cabin "" business class "" , date "" next Monday "" , departure "" Beijing "" , departure_time "" 09:30 that day "" , destination "" Shanghai "" , flight_information "" Air China CA1519 that departs from T3 of Beijing Capital International Airport and flies to T2 of Hongqiao International Airport "" , punctuality_rate "" 98.32% "" , ticket_price "" 4510 yuan "" , ( weather ) available_options "" 1 "" , city "" Shanghai "" , date "" next Monday "" , tamperature "" The maximum temperature will be 10 degrees Celsius, and the minimum temperature will be 1 degree Celsius. "" , uv_intensity "" strong "" , weather_condition "" sunny "" , wind "" northwest force 3-4 "" <endofknowledge> <state> ( flight ) class_cabin equal_to "" business class "" , date equal_to "" next Monday "" , departure equal_to "" Beijing "" , destination equal_to "" Shanghai "" , ( weather ) city equal_to "" Shanghai "" , date equal_to "" next Monday "" <endofstate> <history> AGENT_ACTS_PREV: ( flight ) request class_cabin AGENT_ACTS: ( flight ) inform flight_information equal_to "" Air China flight CA1519 from Terminal 3 of Beijing Capital International Airport to Terminal 2 of Hongqiao International Airport. "" USER: How much is the ticket? <endofhistory>"	"( flight ) inform ticket_price equal_to "" 4,510 yuan """	ticket_price	4,510 yuan
