	source	target	source_entity	target_entity	source_span	target_span	dialogue_id	turn_id	utterance_type	source_word_span	target_word_span
103	Of course, you need to try their bullfrogs.	Natürlich müssen Sie ihre Ochsenfrösche probieren.	['bullfrogs']	['Ochsenfrösche']	[[33, 42]]	[[26, 39]]	attraction_restaurant_hotel_goal_4-66_v2###2033	5	system	[[7, 8]]	[[4, 5]]
104	Thank you, bye.	Danke Aufwiedersehen.	[]	[]	[]	[]	attraction_restaurant_hotel_goal_4-66_v2###2033	6	user	[]	[]
105	My pleasure, goodbye.	Gerne, auf Wiedersehen.	[]	[]	[]	[]	attraction_restaurant_hotel_goal_4-66_v2###2033	6	system	[]	[]
106	I will come to Xiamen next week for work but am still not sure which day I will set out, it depends on the weather. Could you help me check the wind force and direction for next Sunday?	Ich werde nächste Woche zum Arbeiten nach Xiamen kommen, bin mir aber noch nicht sicher, an welchem ​​Tag ich aufbrechen werde, das hängt vom Wetter ab. Könnten Sie mir helfen, die Windstärke und -richtung für nächsten Sonntag zu überprüfen?	['Xiamen', 'next Sunday?']	['Xiamen', 'nächsten Sonntag']	[[15, 21], [173, 185]]	[[42, 48], [210, 226]]	weather_goal_3-49_v2###10759	0	user	[[4, 5], [36, 38]]	[[7, 8], [35, 37]]
107	Ok, it will be northeast force 2 next Sunday in Xiamen.	Ok, es wird am nächsten Sonntag in Xiamen eine Windstätke von 2 geben.	['next Sunday in Xiamen.']	['nächsten Sonntag in Xiamen']	[[33, 55]]	[[15, 41]]	weather_goal_3-49_v2###10759	0	system	[[7, 11]]	[[4, 8]]
108	Well, it seems that the wind will not be that strong. How about the weather in Xiamen that day?	Nun, es scheint, dass der Wind nicht so stark sein wird. Wie wird das Wetter in Xiamen an diesem Tag?	['Xiamen']	['Xiamen']	[[79, 85]]	[[79, 85]]	weather_goal_3-49_v2###10759	1	user	[[16, 17]]	[[16, 17]]
109	It will be sunny.	Es wird sonnig.	['sunny.']	['sonnig.']	[[11, 17]]	[[8, 15]]	weather_goal_3-49_v2###10759	1	system	[[3, 4]]	[[2, 3]]
110	And the temperature? Will it be hot?	Und die Temperatur? Wird es heiß?	[]	[]	[]	[]	weather_goal_3-49_v2###10759	2	user	[]	[]
111	It will be mild. The maximum temperature will be 22 degrees Celsius, and the minimum temperature will be 14 degrees Celsius.	Es wird mild sein. Die Höchsttemperatur beträgt 22 Grad Celsius, die Mindesttemperatur 14 Grad Celsius.	['The maximum temperature will be 22 degrees Celsius, and the minimum temperature will be 14 degrees Celsius.']	['Die Höchsttemperatur beträgt 22 Grad Celsius, die Mindesttemperatur 14 Grad Celsius.']	[[17, 124]]	[[19, 103]]	weather_goal_3-49_v2###10759	2	system	[[4, 21]]	[[4, 15]]
112	Nice. How about next Thursday in Xiamen. Maybe I will go that day.	Nett. Wie wird es nächsten Donnerstag in Xiamen. Vielleicht gehe ich an dem Tag.	['next Thursday', 'Xiamen']	['nächsten Donnerstag', 'Xiamen']	[[16, 29], [33, 39]]	[[18, 37], [41, 47]]	weather_goal_3-49_v2###10759	3	user	[[3, 5], [6, 7]]	[[4, 6], [7, 8]]
113	Well, it will be sunny next Thursday in Xiamen too.	Nun, nächsten Donnerstag wird es auch in Xiamen sonnig.	['sunny', 'next Thursday', 'Xiamen']	['sonnig.', 'nächsten Donnerstag', 'Xiamen']	[[17, 22], [23, 36], [40, 46]]	[[48, 55], [5, 24], [41, 47]]	weather_goal_3-49_v2###10759	3	system	[[4, 5], [5, 7], [8, 9]]	[[8, 9], [1, 3], [7, 8]]
114	Great. How about the temperature? Is that similar to that of next Sunday?	Groß. Wie sieht es mit der Temperatur aus? Ist sie ähnlich wie am nächsten Sonntag?	['next Sunday?']	['nächsten Sonntag?']	[[61, 73]]	[[66, 83]]	weather_goal_3-49_v2###10759	4	user	[[11, 13]]	[[13, 15]]
115	Almost. The maximum temperature will be 20 degrees Celsius, and the minimum temperature will be 12 degrees Celsius.	Fast. Die Höchsttemperatur beträgt 20 Grad Celsius, die Mindesttemperatur 12 Grad Celsius.	['The maximum temperature will be 20 degrees Celsius, and the minimum temperature will be 12 degrees Celsius.']	['Die Höchsttemperatur beträgt 20 Grad Celsius, die Mindesttemperatur 12 Grad Celsius.']	[[8, 115]]	[[6, 90]]	weather_goal_3-49_v2###10759	4	system	[[1, 18]]	[[1, 12]]
116	Ok, I got it. I will check the schedule with my boss. Thanks a lot, bye.	OK ich habe es. Ich werde den Zeitplan mit meinem Chef überprüfen. Vielen Dank Tschüss.	[]	[]	[]	[]	weather_goal_3-49_v2###10759	5	user	[]	[]
117	That's ok, goodbye.	Das ist in Ordnung, auf Wiedersehen.	[]	[]	[]	[]	weather_goal_3-49_v2###10759	5	system	[]	[]
118	Hi, I just came to Suzhou for work, I'm only here for a short time and I want to go and do something. Are there any not that expensive Suzhou-style gardens I could go to for a short visit?	Hallo, ich bin gerade wegen der Arbeit nach Suzhou gekommen, ich bin nur kurz hier und möchte etwas unternehmen. Gibt es nicht so teure Gärten im Suzhou-Stil, die ich für einen kurzen Besuch besuchen könnte?	[]	[]	[]	[]	attraction_restaurant_goal_3-66###6081	0	user	[]	[]
119	How about Master of the Nets Garden? It is a famous fine garden with traditional opera performances at night.	Wie wäre es mit dem Garten des Meisters der Netze? Es ist ein berühmter schöner Garten mit traditionellen Opernaufführungen in der Nacht.	[]	[]	[]	[]	attraction_restaurant_goal_3-66###6081	0	system	[]	[]
120	It sounds great. Where is it?	Es klingt großartig. Wo liegt das?	[]	[]	[]	[]	attraction_restaurant_goal_3-66###6081	1	user	[]	[]
121	It is at No. 11, Kuojiatou Alley, Daichengqiao Road, Gusu District. Maybe you can take a taxi here if you cannot find it.	Es befindet sich in der Kuojiatou Allee Nr. 11, Daichengqiao Straße, Bezirk Gusu. Vielleicht können Sie hier ein Taxi nehmen, wenn Sie es nicht finden können.	['No. 11, Kuojiatou Alley, Daichengqiao Road, Gusu District.']	['Kuojiatou Allee Nr. 11, Daichengqiao Straße, Bezirk Gusu.']	[[9, 67]]	[[24, 81]]	attraction_restaurant_goal_3-66###6081	1	system	[[3, 11]]	[[5, 13]]
122	Well, I want to take the subway. Is there a direct subway line to the Master of the Nets Garden?	Nun, ich möchte die U-Bahn nehmen. Gibt es eine direkte U-Bahn-Verbindung zum Garten des Meisters der Netze?	[]	[]	[]	[]	attraction_restaurant_goal_3-66###6081	2	user	[]	[]
123	Sorry, there are no direct subway lines to the Master of the Nets Garden.	Tut mir leid, es gibt keine direkten U-Bahnlinien zum Garten des Meisters der Netze.	['no', 'the Master of the Nets Garden.']	['keine', 'Garten des Meisters der Netze.']	[[17, 19], [43, 73]]	[[22, 27], [54, 84]]	attraction_restaurant_goal_3-66###6081	2	system	[[3, 4], [8, 14]]	[[5, 6], [9, 14]]
124	Ok, fine. By the way, I want to have some moderately priced South Korean food near the Garden.	Okay, gut. Übrigens möchte ich etwas preiswertes südkoreanisches Essen in der Nähe des Gartens haben.	[]	[]	[]	[]	attraction_restaurant_goal_3-66###6081	3	user	[]	[]
125	Here is the Seoul South Korean Cuisine and it has a high rating online.	Hier ist die Seoul South Korean Cuisine. Es hat eine online eine hohe Bewertung.	['Seoul South Korean Cuisine']	['Seoul South Korean Cuisine']	[[12, 38]]	[[13, 39]]	attraction_restaurant_goal_3-66###6081	3	system	[[3, 7]]	[[3, 7]]
126	Well, it sounds like the cuisine there is authentic. How about the average cost?	Nun, es klingt, als wäre die Küche dort authentisch. Wie sieht es mit den durchschnittlichen Kosten aus?	[]	[]	[]	[]	attraction_restaurant_goal_3-66###6081	4	user	[]	[]
127	It is about 81 yuan per person, the price is fair as you required.	Es kostet ungefähr 81 Yuan pro Person, der Preis ist fair, wie Sie es wünschen.	['81', 'fair']	['81', 'fair']	[[12, 14], [45, 49]]	[[19, 21], [53, 57]]	attraction_restaurant_goal_3-66###6081	4	system	[[3, 4], [10, 11]]	[[3, 4], [10, 11]]
128	Sure, that's not too high. That's what I want. Where is the restaurant?	Klar, das ist nicht zu hoch. Das ist, was ich will. Wo ist das Restaurant?	[]	[]	[]	[]	attraction_restaurant_goal_3-66###6081	5	user	[]	[]
129	It is on the Lifeng Plaza 1F, No. 399, Baodaidong Road. It should be easy to find because it is in a business district.	Es befindet sich auf der Lifeng Plaza 1F, Nr. 399, Baodaidong Straße. Es sollte leicht zu finden sein, da es in einem Geschäftsviertel liegt.	['Lifeng Plaza 1F, No. 399, Baodaidong Road']	['Lifeng Plaza 1F, Nr. 399, Baodaidong Straße']	[[13, 54]]	[[25, 68]]	attraction_restaurant_goal_3-66###6081	5	system	[[4, 11]]	[[5, 12]]
130	Ok, I will find it when I get there. Thank you for your advice, bye!	Ok, ich werde es finden, wenn ich dort bin. Danke für deinen Rat, tschüss!	[]	[]	[]	[]	attraction_restaurant_goal_3-66###6081	6	user	[]	[]
131	Happy to help, bye bye!	Es war schön zu helfen, tschüss!	[]	[]	[]	[]	attraction_restaurant_goal_3-66###6081	6	system	[]	[]
132	Hi, I'm a local in Suzhou but I'm not quite familiar with places for fun in local areas. My friend is coming to visit me in Suzhou. I plan to take him to an amusement park. Can you recommend a bit more expensive one?	Hallo, ich bin ein Einheimischer in Suzhou, aber ich bin nicht ganz vertraut mit spaßigen Orten in der Umgebung. Mein Freund kommt mich in Suzhou besuchen. Ich habe vor, ihn in einen Vergnügungspark mitzunehmen. Könnt ihr mir ein etwas teureres empfehlen?	['friend', 'a bit more expensive']	['Freund', 'etwas teureres']	[[92, 98], [191, 211]]	[[118, 124], [230, 244]]	attraction_goal_4-39###4879	0	user	[[19, 20], [39, 43]]	[[20, 21], [38, 40]]
133	Suzhou Amusement Land Forest and Water World is a good choice for you. You will have a good time here.	Suzhou Amusement Land Forest und Water World ist eine gute Wahl für Sie. Sie werden eine gute Zeit hier haben.	['Suzhou Amusement Land Forest and Water World']	['Suzhou Amusement Land Forest und Water World']	[[0, 44]]	[[0, 44]]	attraction_goal_4-39###4879	0	system	[[0, 7]]	[[0, 7]]
134	Is there anything special to see there?	Gibt es dort etwas Besonderes zu sehen?	[]	[]	[]	[]	attraction_goal_4-39###4879	1	user	[]	[]
135	Suzhou Amusement Land Forest and Water World's amusement facilities are forest-themed. It is like being in a vast forest close to the ocean.	Die Vergnügungseinrichtungen von Suzhou Amusement Land Forest und Water World sind thematisch auf den Wald ausgerichtet. Es ist wie in einem riesigen Wald in der Nähe des Ozeans.	"[""Suzhou Amusement Land Forest and Water World's"", 'forest-themed. It is like being in a vast forest close to the ocean.']"	['Suzhou Amusement Land Forest und Water World', 'thematisch auf den Wald ausgerichtet. Es ist wie in einem riesigen Wald in der Nähe des Ozeans.']	[[0, 46], [72, 140]]	[[33, 77], [83, 178]]	attraction_goal_4-39###4879	1	system	[[0, 7], [10, 23]]	[[3, 10], [11, 28]]
136	Can I get there directly by subway?	Kann ich direkt mit der U-Bahn dorthin gelangen?	[]	[]	[]	[]	attraction_goal_4-39###4879	2	user	[]	[]
137	I am afraid you cannot. There are no direct subway lines to it.	Ich fürchte, das können Sie nicht. Es gibt keine direkten U-Bahnlinien dorthin.	['There are no direct subway lines to it.']	['Es gibt keine direkten U-Bahnlinien dorthin.']	[[24, 63]]	[[35, 79]]	attraction_goal_4-39###4879	2	system	[[5, 13]]	[[6, 12]]
138	Okay. How about the tickets, how much are they?	Okay. Was ist mit den Tickets, wie viel kosten sie?	[]	[]	[]	[]	attraction_goal_4-39###4879	3	user	[]	[]
139	It is 198 yuan.	Es sind 198 Yuan.	['198 yuan.']	['198 Yuan.']	[[6, 15]]	[[8, 17]]	attraction_goal_4-39###4879	3	system	[[2, 4]]	[[2, 4]]
140	Ok, I see. Thanks. Goodbye.	OK, ich verstehe. Vielen Dank. Auf Wiedersehen.	[]	[]	[]	[]	attraction_goal_4-39###4879	4	user	[]	[]
141	That's all right, have a good time here, bye.	Das ist in Ordnung, viel Spaß hier, tschüss.	[]	[]	[]	[]	attraction_goal_4-39###4879	4	system	[]	[]
142	Hi, my friend will come to see me in Suzhou and I hope to find an affordable place near where I live. It would be good if it's near Suzhou Industrial Park.	Hallo, mein Freund wird mich in Suzhou besuchen und ich hoffe, eine bezahlbare Wohnung in der Nähe meines Wohnortes zu finden. Es wäre gut, wenn es in der Nähe des Industrieparks Suzhou wäre.	['friend', 'affordable', 'Suzhou Industrial Park.']	['Freund', 'bezahlbare', 'Industrieparks Suzhou']	[[7, 13], [66, 76], [132, 155]]	[[12, 18], [68, 78], [164, 185]]	attraction_restaurant_goal_2-6_v2###8261	0	user	[[2, 3], [16, 17], [29, 32]]	[[2, 3], [12, 13], [30, 32]]
143	Xi'an Jiaotong-Liverpool University is a good place.	Die Universität Xi'an Jiaotong-Liverpool ist ein guter Ort.	"[""Xi'an Jiaotong-Liverpool University""]"	"[""Universität Xi'an Jiaotong-Liverpool""]"	[[0, 35]]	[[4, 40]]	attraction_restaurant_goal_2-6_v2###8261	0	system	[[0, 3]]	[[1, 4]]
144	What is the contact number?	Wie lautet die Kontaktnummer?	[]	[]	[]	[]	attraction_restaurant_goal_2-6_v2###8261	1	user	[]	[]
145	The number is 0512-88161071.	Die Nummer ist 0512-88161071.	['0512-88161071.']	['0512-88161071.']	[[14, 28]]	[[15, 29]]	attraction_restaurant_goal_2-6_v2###8261	1	system	[[3, 4]]	[[3, 4]]
146	Is there anything special to see there?	Gibt es dort etwas Besonderes zu sehen?	[]	[]	[]	[]	attraction_restaurant_goal_2-6_v2###8261	2	user	[]	[]
147	It is a university jointly established by Xi'an Jiaotong University and the University of Liverpool.	Es ist eine Universität, die gemeinsam von der Xi'an Jiaotong University und der University of Liverpool gegründet wurde.	"[""It is a university jointly established by Xi'an Jiaotong University and the University of Liverpool.""]"	"[""Es ist eine Universität, die gemeinsam von der Xi'an Jiaotong University und der University of Liverpool gegründet wurde.""]"	[[0, 100]]	[[0, 121]]	attraction_restaurant_goal_2-6_v2###8261	2	system	[[0, 15]]	[[0, 18]]
148	Well, do you have some moderately priced restaurants to recommend near it?	Nun, haben Sie ein paar preisgünstige Restaurants in der Nähe, die Sie empfehlen können?	['moderately priced']	['preisgünstige']	[[23, 40]]	[[24, 37]]	attraction_restaurant_goal_2-6_v2###8261	3	user	[[5, 7]]	[[5, 6]]
149	You could try Xibei Restaurant.	Sie könnten das Restaurant Xibei ausprobieren.	['Xibei Restaurant.']	['Restaurant Xibei']	[[14, 31]]	[[16, 32]]	attraction_restaurant_goal_2-6_v2###8261	3	system	[[3, 5]]	[[3, 5]]
150	What it's phone number?	Was ist die Telefonnummer?	[]	[]	[]	[]	attraction_restaurant_goal_2-6_v2###8261	4	user	[]	[]
151	The phone number is 400-8207320.	Die Telefonnummer ist 400-8207320.	['400-8207320.']	['400-8207320.']	[[20, 32]]	[[22, 34]]	attraction_restaurant_goal_2-6_v2###8261	4	system	[[4, 5]]	[[3, 4]]
152	How about its opening hours?	Wie sieht es mit den Öffnungszeiten aus?	[]	[]	[]	[]	attraction_restaurant_goal_2-6_v2###8261	5	user	[]	[]
153	It is open from Monday to Sunday, 10:30-21:30.	Es ist von Montag bis Sonntag von 10:30 bis 21:30 Uhr geöffnet.	['Monday to Sunday, 10:30-21:30.']	['Montag bis Sonntag von 10:30 bis 21:30 Uhr']	[[16, 46]]	[[11, 53]]	attraction_restaurant_goal_2-6_v2###8261	5	system	[[4, 8]]	[[3, 11]]
154	Thank you.	Vielen Dank.	[]	[]	[]	[]	attraction_restaurant_goal_2-6_v2###8261	6	user	[]	[]
155	My pleasure.	Freut mich.	[]	[]	[]	[]	attraction_restaurant_goal_2-6_v2###8261	6	system	[]	[]
156	Goodbye.	Auf Wiedersehen.	[]	[]	[]	[]	attraction_restaurant_goal_2-6_v2###8261	7	user	[]	[]
157	Goodbye.	Auf Wiedersehen.	[]	[]	[]	[]	attraction_restaurant_goal_2-6_v2###8261	7	system	[]	[]
158	Hello, I have decided to travel to Suzhou and it's the first stop on my graduation trip. So, I hope to know more about the city before I arrive. Can you recommend a bit more expensive hotel in Wujiang District?	Hallo, ich habe mich entschieden, nach Suzhou zu reisen und es ist die erste Station meiner Abschlussreise. Ich hoffe also, vor meiner Ankunft mehr über die Stadt zu erfahren. Können Sie ein etwas teureres Hotel im Bezirk Wujiang empfehlen?	['Suzhou', 'a bit more expensive', 'Wujiang District?']	['Suzhou', 'etwas teureres', 'Bezirk Wujiang']	[[35, 41], [163, 183], [193, 210]]	[[39, 45], [191, 205], [215, 229]]	attraction_restaurant_hotel_goal_3-13###4792	0	user	[[7, 8], [32, 36], [38, 40]]	[[6, 7], [32, 34], [36, 38]]
159	Hi, welcome to Suzhou. Shui'an Hanshe Boutique is a nice hotel where you could enjoy a nice sleep.	Hallo, willkommen in Suzhou. Shui'an Hanshe Boutique ist ein schönes Hotel, in dem Sie gut schlafen können.	"['Suzhou.', ""Shui'an Hanshe Boutique""]"	"['Suzhou.', ""Shui'an Hanshe Boutique""]"	[[15, 22], [23, 46]]	[[21, 28], [29, 52]]	attraction_restaurant_hotel_goal_3-13###4792	0	system	[[3, 4], [4, 7]]	[[3, 4], [4, 7]]
160	What is the contact number of the hotel and how much are their rooms?	Wie lautet die Telefonnummer des Hotels und wie viel kosten die Zimmer?	[]	[]	[]	[]	attraction_restaurant_hotel_goal_3-13###4792	1	user	[]	[]
161	The contact number is 180-5181-5602. A standard room is 789 yuan and a king-size room is 629 yuan.	Die Kontaktnummer ist 180-5181-5602. Ein Standardzimmer kostet 789 Yuan und ein Kingsize-Zimmer 629 Yuan.	['180-5181-5602.', 'A standard room', '789 yuan', 'king-size room', '629 yuan.']	['180-5181-5602.', 'Ein Standardzimmer', '789 Yuan', 'Kingsize-Zimmer', '629 Yuan.']	[[22, 36], [37, 52], [56, 64], [71, 85], [89, 98]]	[[22, 36], [37, 55], [63, 71], [80, 95], [96, 105]]	attraction_restaurant_hotel_goal_3-13###4792	1	system	[[4, 5], [5, 8], [9, 11], [13, 15], [16, 18]]	[[3, 4], [4, 6], [7, 9], [11, 12], [12, 14]]
162	Okay, I got it. Which water town is the most popular one near the hotel?	Okay alles klar. Welche Wasserstadt ist die beliebteste in der Nähe des Hotels?	['water town']	['Wasserstadt']	[[22, 32]]	[[24, 35]]	attraction_restaurant_hotel_goal_3-13###4792	2	user	[[5, 7]]	[[4, 5]]
163	It must be Tongli Town. I believe you will find it very beautiful.	Es muss die Stadt Tongli sein. Ich glaube, Sie werden es sehr schön finden.	['Tongli Town.']	['Stadt Tongli']	[[11, 23]]	[[12, 24]]	attraction_restaurant_hotel_goal_3-13###4792	2	system	[[3, 5]]	[[3, 5]]
164	So, how about its rating and opening hours?	Wie sieht es also mit der Bewertung und den Öffnungszeiten aus?	[]	[]	[]	[]	attraction_restaurant_hotel_goal_3-13###4792	3	user	[]	[]
165	It is open from 07:30 to 17:30 and its rating 4.5.	Es ist von 07:30 bis 17:30 Uhr geöffnet und hat eine Bewertung von 4,5.	['07:30 to 17:30', '4.5.']	['07:30 bis 17:30 Uhr', '4,5.']	[[16, 30], [46, 50]]	[[11, 30], [67, 71]]	attraction_restaurant_hotel_goal_3-13###4792	3	system	[[4, 7], [10, 11]]	[[3, 7], [13, 14]]
166	Okay. I want to find a restaurant serving Japanese cuisine near, any recommendations?	Okay. Ich möchte ein Restaurant mit japanischer Küche in der Nähe finden, irgendwelche Empfehlungen?	['Japanese cuisine']	['japanischer Küche']	[[42, 58]]	[[36, 53]]	attraction_restaurant_hotel_goal_3-13###4792	4	user	[[8, 10]]	[[6, 8]]
167	Alright, Niutanjia Ben'Ge Charcoal Barbecue serves good Japanese cuisine.	In Ordnung, das Niutanjia Ben'Ge Holzkohlen Barbecue serviert gute japanische Küche.	"[""Niutanjia Ben'Ge Charcoal Barbecue"", 'Japanese cuisine.']"	"[""Niutanjia Ben'Ge Holzkohlen Barbecue"", 'japanische Küche.']"	[[9, 43], [56, 73]]	[[16, 52], [67, 84]]	attraction_restaurant_hotel_goal_3-13###4792	4	system	[[1, 5], [7, 9]]	[[3, 7], [9, 11]]
168	Wow, thank you so much. Now I have got a plan for my accommodation and what to eat. Haha, I will come to you if I have other questions, see you!	Wow vielen Dank. Jetzt habe ich einen Plan für meine Unterkunft und was ich essen werde. Haha, ich komme zu dir, wenn ich weitere Fragen habe, bis bald!	[]	[]	[]	[]	attraction_restaurant_hotel_goal_3-13###4792	5	user	[]	[]
169	Ok, hope to get your call, see you!	Ok, hoffe auf deinen Anruf, wir sehen uns!	[]	[]	[]	[]	attraction_restaurant_hotel_goal_3-13###4792	5	system	[]	[]
170	Hello, my family and I are traveling to Suzhou and we want to visit some cheap attractions near Suzhou Industrial Park. Do you have any recommendations?	Hallo, meine Familie und ich reisen nach Suzhou und wollen einige günstige Sehenswürdigkeiten in der Nähe des Industrieparks Suzhou besuchen. Haben Sie Empfehlungen?	['cheap', 'Suzhou Industrial Park.']	['günstige', 'Industrieparks Suzhou']	[[73, 78], [96, 119]]	[[66, 74], [110, 131]]	attraction_restaurant_hotel_goal_1-28_v2###7842	0	user	[[15, 16], [18, 21]]	[[11, 12], [17, 19]]
171	Dushu Lake Church would be a very good choice.	Dushu Lake Church wäre eine sehr gute Wahl.	['Dushu Lake Church']	['Dushu Lake Church']	[[0, 17]]	[[0, 17]]	attraction_restaurant_hotel_goal_1-28_v2###7842	0	system	[[0, 3]]	[[0, 3]]
172	It sounds like it must be very special, right?	Es klingt, als müsste es etwas ganz Besonderes sein, oder?	[]	[]	[]	[]	attraction_restaurant_hotel_goal_1-28_v2###7842	1	user	[]	[]
